"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201812","9호선","김포공항","13","1","2016","2863","4402","13531","12529","19249","14394","21285","12017","18073","10296","21394","12365","23660","14588","25823","16739","27006","19438","27390","23108","23969","21222","27567","24534","31376","28169","35974","23022","25962","19856","10605","18503","7613","18658","6059","6175","4195","246","2294","2","217","0","2","0","0","20190103"
"201812","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","20190103"
"201812","공항철도 1호선","김포공항","19","0","2278","1924","3812","10209","8273","21260","14547","21235","14876","10709","13134","11061","15650","12067","18411","13728","21708","12877","22928","11926","22991","10785","19110","12536","23791","14034","29759","15759","22333","11202","17456","5159","18076","3921","18456","3132","6319","2218","216","1315","0","48","0","0","0","0","20190103"
"201811","5호선","김포공항","3","0","516","2633","2469","8049","8102","13890","10368","17635","9304","12112","7328","12131","9671","13703","10847","15399","13314","15767","15434","14782","17860","13557","16809","14799","21777","15836","30607","17518","21279","11710","17517","5525","15262","3482","14787","2194","4856","1034","380","443","0","9","0","0","0","0","20181203"
"201811","9호선","김포공항","13","0","2378","2711","4828","13389","13996","20091","16573","22454","12984","18499","10349","20429","12514","22184","13635","25016","15304","25450","17360","25143","20626","21738","17964","25926","22820","31422","28135","36839","21129","27411","18269","10947","16889","7465","18575","5976","5346","3828","203","1898","1","103","0","0","0","0","20181203"
"201811","경의선","김포공항","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","1","0","2","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20181203"
"201811","공항철도 1호선","김포공항","11","0","2398","1845","3994","10388","8936","22281","15964","22533","16193","10963","13515","10430","16824","10925","18334","12693","20888","11786","22368","10905","22294","9895","17002","11945","24602","13721","32331","15562","21628","11709","17059","4975","17886","3862","19561","2967","5723","2069","228","1177","2","32","0","0","0","0","20181203"
"201810","5호선","김포공항","0","0","593","2636","2681","9189","8424","14836","10077","17311","9095","12957","7855","12104","9834","13983","10526","15621","13168","15575","15003","15154","18168","14367","17017","15806","22011","16199","30056","16388","22352","10950","16831","5495","15232","3461","13339","2388","4921","1050","311","414","1","3","0","0","0","0","20181103"
"201810","9호선","김포공항","13","1","2458","2511","4857","14769","14548","20155","15804","22827","12877","19487","11142","19396","13278","21841","13255","24772","15281","26051","17290","24621","20638","22639","18381","26974","22967","30994","28068","34675","22536","24889","18381","10918","16959","7657","17151","6190","6154","3963","203","2043","0","108","0","1","0","0","20181103"
"201810","경의선","김포공항","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","20181103"
"201810","공항철도 1호선","김포공항","18","0","2673","1931","4386","11551","9521","22845","16237","22464","16497","11610","15113","10732","17761","11330","17181","12925","20849","12700","21283","11281","22452","10599","17387","12697","24799","14404","31455","15378","22631","10379","16703","5319","17511","3971","17107","3123","7266","2173","248","1086","1","34","0","0","0","0","20181103"
"201809","5호선","김포공항","2","0","482","2361","2317","8056","6775","13055","8743","14791","8582","11604","7174","11246","9715","13496","10170","15069","12836","15258","14097","14463","17181","13713","16405","14771","20612","15443","26479","15022","19925","10062","15814","5106","14242","3214","12731","2063","4271","1006","249","410","5","6","0","2","0","0","20181003"
"201809","9호선","김포공항","7","0","2090","2461","4254","14919","12040","18702","13941","21310","12636","18920","10771","19746","13364","20925","13000","24352","14764","25251","16728","24654","19643","22882","17941","25472","21848","30107","25407","32249","20895","22133","17318","10516","16630","7435","16482","5999","5805","3904","168","2418","4","241","0","2","0","0","20181003"
"201809","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20181003"
"201809","공항철도 1호선","김포공항","29","7","2610","1747","3950","11619","8442","20107","14776","19859","16643","10922","15361","10505","18343","11131","17427","12526","19368","12282","19975","11469","22304","10434","16986","12194","23661","14067","29464","14451","22275","9765","16331","4984","17887","3947","17343","3162","7039","2051","197","1225","0","62","0","3","0","0","20181003"
"201808","5호선","김포공항","3","0","495","2775","2481","9132","7786","14294","9289","16101","8481","12967","8045","14402","11096","18643","11709","19330","14795","20918","18010","20131","21671","18361","22446","18237","28343","17369","34251","17509","24580","11929","19078","5712","16878","3848","15141","2395","5549","1195","459","468","0","4","0","0","0","0","20180903"
"201808","9호선","김포공항","11","0","2370","2734","4966","15901","13591","19208","15131","21724","12577","20009","11907","21520","14612","24878","14032","28220","16331","29312","19381","26956","22759","24807","21623","27407","25970","30911","29581","34579","23033","24460","19492","11353","18625","7893","19359","6113","6940","4024","241","2506","0","256","0","1","0","0","20180903"
"201808","경의선","김포공항","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","0","1","0","1","0","1","0","1","0","1","0","2","0","2","0","1","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","20180903"
"201808","공항철도 1호선","김포공항","20","1","2639","1859","4352","12479","8708","22801","14157","21491","15415","11348","17214","12079","20557","12829","17678","14283","20758","13990","22775","13043","23481","11714","18695","13630","25704","14878","32706","15240","22430","10823","16993","5363","18613","4193","18778","3297","8489","2227","261","1416","1","49","0","0","0","0","20180903"
"201807","5호선","김포공항","3","0","502","2758","2681","9019","8384","14597","9230","16181","8808","12122","8006","12853","10226","16619","10963","17795","13510","18508","15591","17481","19961","15813","19657","16921","24835","16520","32425","17798","22893","11782","17944","6085","17332","3646","14724","2424","4310","1094","317","531","0","1","0","0","0","0","20180803"
"201807","9호선","김포공항","7","0","2474","2766","4933","15706","14393","19976","15038","22218","12581","19931","11110","21369","13701","23444","13165","26351","15939","26877","17982","25897","21735","23864","20523","26476","24349","31522","29303","34328","22258","24681","19231","11533","19030","7787","19255","5982","5338","3960","258","2298","3","267","0","0","0","0","20180803"
"201807","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0","20180803"
"201807","공항철도 1호선","김포공항","38","2","2642","1834","4515","12395","9394","23805","14548","21928","16624","11331","16286","11645","19317","12636","17440","13797","20340","13030","19917","12553","22653","11398","17501","13065","25075","14930","32326","15852","22505","10705","16784","5404","19473","4098","18886","3413","6622","2208","197","1251","1","70","0","0","0","0","20180803"
"201806","5호선","김포공항","0","0","576","2698","2760","9395","8948","14314","8973","15231","9128","11846","8063","11590","10006","14031","10553","15422","12790","15255","14621","14737","17583","14058","16134","15027","20718","15716","27981","15666","20436","10770","16710","5679","15575","3334","13858","2298","4434","1112","323","483","0","0","0","0","0","0","20180703"
"201806","9호선","김포공항","4","1","2395","2767","4908","16115","13971","19729","14602","21401","13245","19766","11176","19988","13952","21752","13380","24111","15075","25086","17320","24737","20623","22774","17909","25898","21584","31535","26244","33257","20559","22788","17983","11190","17705","7817","18557","6090","5944","4054","206","2310","0","259","0","0","0","0","20180703"
"201806","경의선","김포공항","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","2","0","0","0","1","0","1","0","3","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","20180703"
"201806","공항철도 1호선","김포공항","55","4","2643","1761","4283","12423","8989","22370","14332","20483","17860","11851","16113","11263","19540","12094","17674","13290","20569","12429","21044","11791","22482","10885","17680","12924","23231","15007","30951","15121","21791","10652","16541","5272","19093","4284","19227","3275","7241","2226","233","1328","0","51","0","0","0","0","20180703"
"201805","5호선","김포공항","6","1","564","2591","2661","10000","9421","14941","9837","17412","9303","13059","8800","12907","10794","14824","10838","15703","13194","15539","15344","15054","18281","14604","17699","15291","22621","16280","29221","16739","22519","11858","17970","6156","16534","3778","15257","2470","5055","1196","294","447","0","3","0","0","0","0","20180603"
"201805","9호선","김포공항","10","0","2529","2985","5257","17575","14987","21691","16479","23033","14810","20665","12607","20514","15223","22304","14497","24576","16462","26353","18641","24994","21491","23086","19249","25813","23445","33105","28881","35277","22927","25948","19429","12037","18910","8299","19726","6680","6158","4362","243","2357","2","261","0","0","0","0","20180603"
"201805","경의선","김포공항","0","0","0","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","3","0","1","0","2","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","20180603"
"201805","공항철도 1호선","김포공항","42","0","2699","1867","4458","13001","9635","22767","15760","22093","19003","11785","16463","11260","20074","11733","17268","13202","19740","12416","21002","11847","22441","10614","18308","12733","24244","14693","31244","15499","21717","11189","16240","5387","19888","4160","19616","3507","6762","2326","263","1237","0","42","0","0","0","0","20180603"
"201804","5호선","김포공항","2","0","524","2639","2460","9249","9593","15089","9913","16735","9405","12281","7830","11771","10328","13837","10959","14695","12815","15393","14306","14235","16952","13662","15992","15038","20841","15923","28527","16625","20418","11579","17171","5575","15796","3607","14722","2363","5119","1319","401","491","1","7","0","0","0","0","20180503"
"201804","9호선","김포공항","5","0","2446","2498","5061","16173","15207","20209","16477","22417","14584","19394","11796","19485","14219","20850","14349","22954","16075","24751","17275","23627","20423","22023","17680","25264","21637","31627","26650","34770","20704","25184","17987","11621","17739","8064","19322","6166","6499","4017","292","1995","0","238","1","1","0","0","20180503"
"201804","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","20180503"
"201804","공항철도 1호선","김포공항","50","0","2430","1713","4332","11766","9551","23235","14997","22471","18087","11187","14798","11078","18809","11074","17564","12803","19688","12556","19955","11341","21327","10899","17385","12900","23956","14699","31633","15395","21306","10948","16147","5463","18232","3959","19158","3512","6795","2227","243","1142","0","53","0","0","0","0","20180503"
"201803","5호선","김포공항","3","0","743","2469","2571","8582","9283","13979","10928","16323","8959","11629","7691","11544","10154","13629","11012","15296","13297","15587","15016","15204","16935","14461","16558","15113","21533","15800","28998","16876","21473","12740","17598","5685","15534","3756","15089","2455","4544","1276","341","510","1","5","0","0","0","0","20180403"
"201803","9호선","김포공항","6","1","2576","2975","5188","14814","14925","18786","17500","21504","14111","18907","11019","19637","13719","20378","13808","23767","16252","24070","17018","24797","19563","22153","18009","24992","22169","30811","26498","34831","21086","27939","18945","11684","17628","8201","19902","6427","5486","4204","240","2514","2","257","0","0","1","0","20180403"
"201803","경의선","김포공항","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","2","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","20180403"
"201803","공항철도 1호선","김포공항","44","0","2487","1710","4327","11940","9180","21593","16192","20522","16060","11264","14163","11191","17853","11202","17413","13069","21235","12243","20549","12024","21045","10601","16895","12474","23771","14523","30179","15862","22919","12122","17312","5811","18113","4130","20370","3453","5647","2285","217","1404","1","54","0","0","0","0","20180403"
"201802","5호선","김포공항","1","0","477","2439","1849","7048","7397","11679","8751","13615","7593","9932","6592","10472","8402","12506","9662","14422","11973","14245","14143","14728","15975","13757","16263","14461","19689","14787","25775","15977","20140","11613","16477","5234","14440","3410","13281","2163","5024","1128","384","443","6","11","0","2","0","0","20180303"
"201802","9호선","김포공항","11","0","2126","2708","4185","12492","12245","16387","14466","18618","11529","16134","9290","17283","11909","20696","11653","22760","14720","23371","16381","24100","18218","21751","17000","23231","20016","28934","24330","33444","19935","24505","17802","10865","15892","6738","16940","5910","6497","3534","230","2193","7","218","0","4","0","0","20180303"
"201802","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","20180303"
"201802","공항철도 1호선","김포공항","17","2","2056","1493","3566","9235","6953","18451","14752","16886","13353","9246","12264","9092","15263","10208","15547","11009","18236","10538","19386","10530","19592","9623","16310","11034","22128","12503","27922","14020","21357","10331","17007","4888","16640","3523","17256","3124","6641","2007","241","1312","3","76","0","2","0","0","20180303"
"201801","5호선","김포공항","26","17","499","2525","2289","8398","8973","13932","9999","15890","8558","10977","7037","11592","9505","13553","10602","15123","12484","15875","15355","15534","17089","14541","17603","15086","21258","16126","29281","17314","21431","11949","17529","5468","15986","3520","14982","2262","5180","1067","406","516","0","0","0","0","0","0","20180203"
"201801","9호선","김포공항","3","0","2469","2813","5012","13583","14930","19394","16365","21542","12522","18401","10431","19662","12935","21097","13622","23972","15449","24954","17760","25246","19519","22815","18138","24645","21143","30574","27015","35019","22230","27315","19113","11483","17296","7595","19353","5949","6775","3866","294","2433","2","213","0","0","0","0","20180203"
"201801","경의선","김포공항","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","20180203"
"201801","공항철도 1호선","김포공항","16","6","2349","1867","4002","11016","8182","23015","15896","19829","14665","10615","14003","10645","17896","10808","16863","12688","19629","12229","21802","11635","20834","10669","17186","12321","23636","13723","31671","15334","22237","11987","17141","5463","17723","3823","19110","3367","7107","2130","245","1460","1","42","0","0","0","0","20180203"
"201712","5호선","김포공항","18","0","502","2550","2305","8506","8453","13841","9851","15947","8729","11397","6925","12230","9965","14944","11785","16588","14438","17031","16614","16652","18861","16485","19685","16728","23682","17558","29697","18392","22381","13073","18358","6081","16471","4108","15778","2463","5776","1363","424","627","7","33","0","9","0","0","20180103"
"201712","9호선","김포공항","4","0","2507","2973","4850","13921","13797","18079","15771","20341","12670","18717","9961","20868","12649","22411","14556","26092","17248","26063","19095","26833","21313","24008","20602","26501","24098","32075","28341","36035","22834","28497","20488","11876","18530","8227","20751","7003","7667","4374","331","3015","8","467","0","61","1","0","20180103"
"201712","경의선","김포공항","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","20180103"
"201712","공항철도 1호선","김포공항","17","2","2385","1808","3962","11291","8232","21607","15931","18938","14462","10865","12340","11262","16649","11568","17459","13512","21269","12227","22258","12033","21784","10653","19054","12652","24719","14773","30959","15530","22618","12525","17513","5883","18472","4156","20531","3832","7359","2318","279","1714","5","191","0","107","0","0","20180103"
"201711","5호선","김포공항","0","0","603","2273","2559","9060","8934","14249","9975","15388","8641","12223","6762","11534","9213","13173","10904","14675","13407","14965","14193","14284","16657","13980","16732","14864","21043","16042","28321","16825","21627","12096","17342","5236","14798","3384","15112","2125","4840","1012","357","457","1","19","0","0","0","0","20171203"
"201711","9호선","김포공항","8","1","2698","2514","5340","14757","15105","18410","17339","20257","13535","19369","9422","19753","12794","20458","13974","23048","15822","23879","16211","24777","18606","21757","18372","25454","21838","32046","26840","36469","22284","27063","19140","11584","16372","7627","19816","6120","6254","3813","261","2074","0","286","0","2","0","0","20171203"
"201711","공항철도 1호선","김포공항","15","0","2649","1772","4016","11867","8496","22428","16480","20318","16320","11950","12090","11078","17622","11019","18178","12338","20531","11582","19274","11722","19987","10137","18175","12419","23992","14494","31326","15779","23218","11974","17131","5435","16374","4099","19961","3453","6706","2140","179","1116","3","39","0","0","0","0","20171203"
"201710","5호선","김포공항","2","0","564","2418","2096","8604","7312","12882","8705","14539","8332","12578","7716","11007","9665","13517","10404","15144","12512","15008","14772","14618","16667","13927","16700","15145","20480","15441","26871","14939","20037","10287","16193","4986","14646","3315","14440","2071","4482","968","271","391","0","4","0","0","0","0","20171103"
"201710","9호선","김포공항","15","1","2453","2493","4490","14351","12742","17977","14725","20335","12575","19966","10984","18699","13084","20356","13767","22519","15240","24116","17171","24172","19175","22178","17759","25781","21565","29743","25060","31968","20656","21703","17624","10418","16658","7398","18285","5988","6292","4137","202","2347","2","184","0","0","0","0","20171103"
"201710","공항철도 1호선","김포공항","28","0","2524","1696","3907","11500","8293","19371","14681","18376","16461","12085","15904","10826","17672","11388","16577","12121","19452","11891","20720","11563","20207","10393","17413","12403","23015","14015","30523","14553","21166","9974","16430","5249","17169","3984","19218","3479","6572","2208","209","1354","0","37","0","0","0","0","20171103"
"201709","5호선","김포공항","5","0","636","2492","2599","9074","8879","13580","9655","15537","8733","12480","8043","11003","9864","13207","10246","14605","12214","14721","13707","13323","15719","13344","15538","14207","19869","15357","26933","15539","19998","10867","15995","5372","14515","3409","15018","2126","4378","1036","279","462","0","3","0","0","0","0","20171003"
"201709","9호선","김포공항","10","0","2817","2689","5352","15097","15302","19854","16132","22553","13884","21034","12406","19216","13850","20340","13790","22775","15016","24377","16609","23534","18651","21856","17998","26527","21360","30933","26033","34539","20746","24046","17330","12084","16676","7935","19269","6571","6223","4352","250","2182","1","280","0","0","0","0","20171003"
"201709","공항철도 1호선","김포공항","66","0","2565","1808","4325","12488","9719","22643","14977","20822","17322","12911","17409","10990","18941","11781","16958","12616","19154","12406","19787","11491","20570","10711","17428","12789","23372","14779","32598","15468","22784","10890","16497","5897","17515","4450","20982","3801","6822","2318","205","1267","2","39","0","0","0","0","20171003"
"201708","5호선","김포공항","6","0","533","2314","2565","8659","8332","12892","8739","15546","8606","13046","8304","12325","10318","15670","10918","16336","13360","17136","15163","15914","18292","15448","17934","16027","21869","15943","29184","16437","21634","11750","17084","5506","15797","3446","15424","2246","5446","1084","453","543","0","3","0","0","0","0","20170903"
"201708","9호선","김포공항","35","1","2723","2683","5130","14920","14438","18856","15403","22654","12998","21403","12108","21070","14146","23002","13647","25130","16154","26350","17758","26155","20891","24219","19704","27688","23381","30529","27379","34274","21795","24850","19025","11671","17725","7953","19676","6512","7468","4442","307","2408","2","255","0","0","0","0","20170903"
"201708","공항철도 1호선","김포공항","145","3","2493","1861","4360","11883","8609","21489","14829","20093","17272","12277","17693","11436","20319","12317","17564","13217","19907","12794","20332","12315","21838","11103","17897","13077","23544","14522","33849","15441","22584","11464","17351","5831","17738","4146","19930","3740","7889","2507","223","1388","4","54","0","0","0","0","20170903"
"201707","5호선","김포공항","2","0","569","2474","2542","8128","8284","12786","8339","15215","8727","12342","8219","12061","9592","14545","10532","16064","12799","16705","14957","15982","17760","15273","17863","15882","21852","15767","28422","16384","21158","11700","17403","6075","16023","3576","15198","2121","4912","1075","362","474","13","10","0","0","0","0","20170803"
"201707","9호선","김포공항","23","0","2801","2433","5319","14379","14103","17746","14947","21566","12668","21297","12011","20374","13570","22552","13330","24759","15183","26089","17279","25461","19895","23360","19624","27342","23006","30422","27780","33810","21516","24052","19239","12188","17875","8005","20163","6440","6889","4243","285","2106","0","224","0","0","0","0","20170803"
"201707","공항철도 1호선","김포공항","45","0","2558","1749","4455","11992","9176","22071","13875","19869","16718","12318","17712","11293","18692","12050","16600","13317","19335","12256","19680","11915","20191","11093","18455","12946","23705","14722","33006","15082","22496","10993","17088","5990","17825","4268","19672","3695","7006","2337","246","1297","0","31","0","0","0","0","20170803"
"201706","5호선","김포공항","4","0","574","2424","2509","8396","8368","13299","8944","15741","8828","11986","7963","11186","9577","13261","9739","14722","11890","14520","13962","13858","15784","13330","15748","14380","20525","14906","26064","14668","19906","11110","16105","5431","14437","3286","14642","2080","4269","1036","348","527","1","5","0","0","0","0","20170703"
"201706","9호선","김포공항","22","0","2735","2470","5080","15051","14013","19270","14937","22307","12443","21293","11595","19213","12965","21497","12873","22768","14683","24161","16446","22906","18393","21783","17458","25585","21027","29961","26091","32489","20353","24170","17864","11804","16209","7777","18456","6401","5625","4300","223","2264","2","305","0","0","0","0","20170703"
"201706","공항철도 1호선","김포공항","26","1","2744","1865","4502","12188","9863","22689","15878","19956","17495","12333","17406","10613","17644","11625","16524","11989","19255","11868","20470","11232","20138","10397","17252","12658","23850","14385","32767","14777","22636","10880","17876","5974","18195","4224","21198","3850","5779","2403","254","1198","0","38","0","0","0","0","20170703"
"201705","5호선","김포공항","1","0","601","2291","2477","8759","7918","14195","9068","16040","8902","12798","8709","11659","9782","13958","10057","15285","12879","15477","15022","14601","16373","13973","16809","15035","21195","15317","26668","15117","20854","11111","16679","5531","15613","3522","14784","2095","4243","1156","313","469","1","4","0","0","0","0","20170603"
"201705","9호선","김포공항","18","1","2622","2496","4869","16160","13455","20203","15205","23574","13082","21360","11668","18800","12817","21389","12925","23594","15105","23955","17152","23771","19252","22248","18268","26469","21886","30000","26274","31668","21096","23716","18885","12241","17690","7966","18915","6591","5867","4544","263","2490","0","280","0","0","0","0","20170603"
"201705","공항철도 1호선","김포공항","16","1","2807","1877","4583","12235","9865","21307","16937","20002","19076","12645","17978","10151","17482","11495","16077","12217","19070","11593","20600","11469","20406","10356","18411","12850","24437","14366","32480","14241","23326","10535","17304","6027","18491","4338","20121","3822","5600","2477","201","1181","0","26","0","0","0","0","20170603"
"201704","5호선","김포공항","1","0","519","2326","2319","8273","7751","14203","8989","16030","8698","12334","7834","10707","8835","13129","9679","14447","11957","14268","14256","13666","15687","12872","15385","14374","19341","14882","25761","14855","20211","10885","16428","5121","14646","3577","13813","2137","5299","1117","308","465","0","4","0","0","0","0","20170503"
"201704","9호선","김포공항","18","0","2522","2402","4755","14192","13505","20109","14179","24118","13062","20674","10457","17767","11741","19961","12015","21667","14001","21632","15988","22179","17226","20811","16176","25810","19771","29509","24692","31600","19851","23662","18047","10893","15626","7853","16830","6306","6832","4252","264","2203","0","272","0","0","0","0","20170503"
"201704","공항철도 1호선","김포공항","15","0","2777","1828","4446","11399","9493","21494","14930","20668","17905","12231","16555","9967","16395","11198","15797","12021","18917","11392","20788","10620","19471","10278","16768","12592","23698","14211","32723","14344","23623","10434","17784","5563","17113","4108","19177","3503","7795","2368","215","1166","0","22","0","0","0","0","20170503"
"201703","5호선","김포공항","1","0","458","2335","2373","7930","8391","14222","9369","15577","9017","12241","6968","10969","9119","12900","10183","14423","12432","13717","13470","13966","16052","13552","16661","13748","19719","14992","26583","15683","20740","11371","16424","5309","13584","3426","14676","2170","4848","1079","292","390","0","9","0","0","0","0","20170403"
"201703","9호선","김포공항","13","0","2355","2421","4868","14101","14851","18453","15154","22343","12820","20627","9705","18343","11811","20409","13420","21715","14365","21812","14517","22697","17418","21518","17246","24799","19542","29441","26757","32984","20542","25409","18140","11897","15404","8101","18380","6735","6680","4225","258","2141","0","251","0","0","0","0","20170403"
"201703","공항철도 1호선","김포공항","15","0","2513","1815","4447","11297","10541","22187","15270","20503","16979","12002","14631","10607","16862","11036","17510","11770","20278","10537","18524","11056","19787","10124","18851","12153","22212","13929","33383","14927","23346","11181","17619","5553","16346","4336","21002","3599","6928","2217","255","1219","0","21","0","0","0","0","20170403"
"201702","5호선","김포공항","2","1","472","2219","1986","7281","7137","12679","7496","13076","7470","10547","6513","10471","8705","12199","9882","13939","11526","14160","13538","14311","16149","13384","15775","13437","18494","14474","25596","14221","19979","10863","15873","4873","12347","2966","13948","1992","5376","973","345","447","0","9","0","0","0","0","20170308"
"201702","9호선","김포공항","7","0","2005","2402","4518","13287","12931","18252","13738","20239","10655","20113","9339","19069","11759","20851","13166","22825","14504","24063","15781","24588","18621","22458","16910","25112","18865","29124","26269","32437","20606","24347","18300","11507","14768","7744","18181","6127","7093","4171","302","2255","0","263","0","0","0","0","20170308"
"201702","공항철도 1호선","김포공항","15","0","2128","1466","3891","9441","8203","18999","13435","16137","14044","9632","13537","9217","16389","9005","17253","9825","18959","9848","18789","9733","19880","8353","17184","9573","20567","11512","30772","12303","21290","9684","16564","4738","14538","3678","19048","3183","7896","1958","233","1218","0","25","0","0","0","0","20170308"
"201701","5호선","김포공항","4","1","430","2217","2056","7541","7110","13549","7605","14267","7939","11658","6596","11153","8943","13772","11061","15199","12819","15222","13931","16469","17810","15653","18083","15256","20782","15676","27434","15569","21238","11285","17716","5449","14448","3276","15244","2013","5699","996","397","477","13","9","0","1","0","0","20170208"
"201701","9호선","김포공항","11","0","2352","2491","4416","13330","12369","19225","13317","20969","11447","20491","9163","19399","11647","21625","13701","23977","14909","23551","15000","25850","19139","24375","19015","25053","20048","30665","26771","33322","21440","24954","19296","11078","16403","7659","18990","5807","7466","4060","289","2643","4","269","0","0","0","0","20170208"
"201701","공항철도 1호선","김포공항","18","3","2249","1571","3806","10205","8839","19991","13579","17517","15056","11142","13825","10526","16323","10625","18372","11986","20279","10647","17549","11022","20685","10101","19995","11288","21657","13552","31384","14223","23250","10556","18989","4998","15727","3972","19865","3260","7731","2006","253","1326","0","39","0","0","0","0","20170208"
"201612","5호선","김포공항","4","0","490","2321","2290","7741","7822","13641","8668","15365","8489","12491","6703","11152","8846","13609","11525","15228","12993","15152","15024","15303","17691","14840","18695","15075","21470","15890","28190","16169","20817","11699","17899","5552","14249","3778","15879","2227","5562","1126","479","662","3","59","1","7","0","0","20170108"
"201612","9호선","김포공항","12","0","2617","2787","4688","14181","13640","19011","14683","21060","12201","22982","9793","20254","11604","22002","14840","24448","15404","23398","16483","25174","20054","24041","20315","25465","21702","32303","28257","35665","21155","26212","20119","11790","16726","8337","20234","6660","7545","4590","355","2878","0","399","0","7","0","0","20170108"
"201612","공항철도 1호선","김포공항","15","0","2345","1600","4050","10530","9001","21070","14476","18225","15650","12448","13331","10689","15286","10722","18075","11780","19681","10514","19165","10850","20774","9824","20422","10820","23651","13293","33036","14829","22919","10930","18394","5206","16129","4185","20969","3799","7511","2179","250","1263","1","35","0","0","0","0","20170108"
"201611","5호선","김포공항","1","0","501","2165","2511","8076","8133","13859","9020","14546","8266","12285","6622","10787","8525","12707","10185","13852","12259","13796","13338","13852","15517","13177","16115","13117","19157","14819","26372","15386","20337","11530","16937","5350","13160","2988","14724","1959","5687","967","367","512","0","11","0","0","0","0","20161208"
"201611","9호선","김포공항","9","0","2734","2335","4896","13101","14065","18239","15851","19875","12107","21744","9612","19337","11581","19672","12868","21374","14677","21947","15029","22186","17440","21265","18371","22698","19478","30375","26362","33755","21322","25626","18737","11188","14816","7892","18520","6412","7347","3865","293","2361","1","265","0","0","0","0","20161208"
"201611","공항철도 1호선","김포공항","16","0","2397","1631","4174","10721","9458","21961","15924","19052","15783","12806","13539","10764","15628","10624","17846","11649","19739","10515","18381","10511","19829","9586","19103","10677","22032","13930","32811","14891","22788","11131","18928","5178","14996","4148","19376","3602","8112","2121","242","1169","0","19","0","0","0","0","20161208"
