"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202303","5호선","김포공항","4","0","589","2663","2005","10624","5422","15388","8941","17862","7913","12063","8503","14745","11489","16747","12118","16279","14686","16809","16112","16076","17815","15579","17233","16474","22321","17149","26825","15903","16957","9813","14186","4168","12679","2640","13251","1780","3870","1179","295","578","0","3","0","0","0","0","20230403"
"202303","9호선","김포공항","1","2","1050","2181","2966","13898","7137","19488","10721","21141","8684","15697","9244","21124","11164","22217","11629","21592","14249","21817","15556","21822","17584","20314","15221","24857","19086","28342","22657","28795","15039","17869","13336","7096","12575","4229","13031","3063","3050","2182","128","1206","0","15","0","0","0","0","20230403"
"202303","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","20230403"
"202303","공항철도 1호선","김포공항","17","0","2205","2180","3895","12632","7188","22959","15505","20451","16053","10805","17390","11620","20843","11937","19116","12334","23244","11509","23338","10994","21765","10236","17578","12135","25769","13853","31753","12583","19180","7802","16630","3469","20743","1919","21214","1834","5350","1162","125","630","2","21","0","0","0","0","20230403"
"202302","5호선","김포공항","4","0","529","2466","1554","8792","4311","13250","8046","15762","7026","10912","8054","14233","10580","16598","11239","15800","13500","16438","15553","16147","16760","14801","16385","15595","20746","16211","24488","15391","15929","9118","12796","3788","12032","2363","11863","1950","3697","1132","253","557","0","2","0","0","0","0","20230303"
"202302","9호선","김포공항","1","0","859","1856","2562","12639","6444","17062","9798","19259","7778","15292","8566","20979","10879","22631","10962","21634","13608","21704","15843","21837","17044","19490","15196","23883","17996","26678","20837","27153","14871","17250","12777","6387","11772","3865","11647","2864","3422","2164","119","1236","0","21","0","0","0","0","20230303"
"202302","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20230303"
"202302","공항철도 1호선","김포공항","11","1","2037","1756","3267","10621","6140","19045","14639","17695","14319","9456","17055","10929","19717","11155","17555","11299","21390","10384","23419","10322","20476","9314","16463","11308","24017","12362","29791","11029","17150","7543","15485","3243","18665","1909","19654","1757","5639","1090","167","646","1","13","0","0","0","0","20230303"
"202301","5호선","김포공항","2","0","502","2570","1651","8877","4265","13234","7265","16138","6712","11530","7597","14708","10431","16794","11034","16923","13763","17642","16510","16270","17316","15624","17555","16119","21822","16557","26181","15282","16615","9360","13710","3949","12622","2490","12645","1526","4168","1012","392","512","33","10","0","0","0","0","20230203"
"202301","9호선","김포공항","3","1","944","2077","2611","12955","6408","17599","9239","19338","6990","16126","7604","21424","10415","22872","11057","22848","13748","22630","15563","21731","16844","20261","15631","24056","18658","26622","22291","27458","15478","17158","13355","7054","11949","4083","11806","2982","3356","2075","215","1273","14","48","0","26","0","0","20230203"
"202301","공항철도 1호선","김포공항","20","0","2078","2064","3458","11600","6743","20893","14501","18177","14162","10154","16368","11462","20473","11450","17987","12436","22319","11799","24503","10288","21652","9575","18079","11705","24991","13148","30617","11908","19134","7859","16734","3555","18303","2057","22529","1717","6769","1132","302","715","4","35","1","0","0","0","20230203"
"202212","5호선","김포공항","2","1","497","2603","1726","9302","4445","14359","7506","17477","6996","12334","7787","15548","10962","17529","12560","18344","14641","18550","17731","17530","18642","17471","20164","18071","24828","18805","28976","16346","18096","9709","14722","4219","13748","2620","13084","1794","4151","1257","313","670","2","28","0","3","0","11","20230103"
"202212","9호선","김포공항","3","0","1078","1806","2713","13195","6744","18701","9699","20495","7513","17329","7878","22569","11169","23410","12048","23843","13954","23836","16567","22937","18769","20929","18255","25744","21090","29154","23258","28959","16642","18269","14281","7419","12976","4537","12173","3410","3397","2322","147","1519","1","60","0","0","0","0","20230103"
"202212","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20230103"
"202212","공항철도 1호선","김포공항","30","0","2319","1908","3860","11521","6762","21812","14793","18765","13176","10943","15999","11939","20849","12047","19250","12711","22245","11642","24705","10151","21747","9509","18720","11826","25901","13331","31224","11957","19726","7729","16973","3525","19767","2128","20712","1849","5893","1136","197","865","3","33","0","0","0","0","20230103"
"202211","5호선","김포공항","3","1","491","2416","1911","10099","4265","15266","8224","16586","6988","12720","7561","14548","10821","15536","11587","15295","13447","15502","14844","14850","16546","14889","16961","16324","21924","16141","26485","14430","15862","9741","13791","3903","12483","2151","12324","1394","2845","907","206","493","0","10","0","0","0","0","20221203"
"202211","9호선","김포공항","1","0","1263","1804","3003","14106","7295","19736","10591","20936","7933","18628","8005","22396","11319","21838","11705","22614","13434","21164","14579","20850","17516","19694","15885","25300","18872","27732","22056","26791","14325","19334","13451","7694","12318","3893","11734","2934","2082","1863","104","1101","0","27","0","0","0","0","20221203"
"202211","공항철도 1호선","김포공항","16","0","2337","1810","3794","12118","7009","22513","17897","19381","13854","11866","16472","12154","21951","11351","20357","12241","22083","10881","22986","10052","23062","9574","20062","12005","25944","13118","31321","11225","17282","8668","18926","3774","22011","2022","22862","1754","4031","1068","139","635","0","14","0","0","0","0","20221203"
"202210","5호선","김포공항","4","1","407","2602","1792","10635","4276","16345","7807","18668","8407","13325","8697","15029","11546","17171","13134","17363","14486","17479","16364","16900","19047","17519","18979","17833","23645","17447","27748","16551","17805","9510","15356","4529","14882","2303","12004","1651","2849","1194","165","475","0","3","0","0","0","0","20221103"
"202210","9호선","김포공항","11","0","1165","2036","2826","16158","6966","22505","10206","25105","9465","20543","8980","22675","12274","24193","13968","25094","15083","23405","16260","24059","19789","23837","18440","28383","20457","30190","23755","30371","16586","18938","15667","8426","15469","4166","11487","3354","1843","2378","100","1212","0","20","0","0","0","0","20221103"
"202210","공항철도 1호선","김포공항","17","1","2427","1779","3741","13069","7090","23157","16332","21439","17114","12426","17673","11801","22959","12479","24993","13380","25079","12278","25344","11072","27296","11626","24174","13692","28518","14294","34692","13181","21770","8437","23528","4004","27543","1887","21894","1710","4791","1098","120","673","0","9","0","0","0","0","20221103"
"202209","5호선","김포공항","3","1","363","2129","1651","8974","4461","15078","6780","18246","7396","11845","7447","13215","10214","15585","11733","15912","13644","16056","14940","15528","16937","15240","17471","16415","22174","16536","26170","15783","16866","9553","15148","4231","13558","2205","10669","1458","2154","939","158","401","4","3","0","0","0","0","20221003"
"202209","9호선","김포공항","5","0","1205","1477","2699","12159","6776","19553","9039","23767","8389","18282","8058","19971","10598","21948","12033","22421","13737","21758","14303","21347","16671","21925","16162","25508","18752","27189","21614","28596","15264","18457","14657","7790","13883","3875","9742","2953","1503","1998","99","1112","0","12","0","0","0","0","20221003"
"202209","공항철도 1호선","김포공항","17","0","2197","1545","3575","10983","6928","22374","13384","20476","15564","11203","15973","10549","19919","11741","21363","12590","22745","11463","22480","10386","24235","10755","22275","12742","26870","13594","32177","12830","21674","8434","23694","3839","23976","1719","18831","1699","3364","1036","125","589","4","18","0","1","0","0","20221003"
"202208","5호선","김포공항","3","0","437","2340","1675","9541","4553","15611","7418","18293","8304","12827","8349","15016","11459","17722","12465","17238","14005","18209","15695","17879","19236","16281","18861","16973","24146","16660","28114","16370","18147","9775","15187","4429","15102","2248","12357","1462","3184","972","229","473","0","0","0","0","0","0","20220903"
"202208","9호선","김포공항","4","0","1330","1555","2831","13700","7139","21214","10190","25590","9089","20007","9131","21685","12067","25401","13048","23765","13720","24839","15569","24277","18767","23075","17373","27200","20530","28246","23104","29968","17048","18755","14688","7689","15771","3927","12047","3055","2275","1911","104","1023","3","15","0","0","0","0","20220903"
"202208","공항철도 1호선","김포공항","18","1","2552","1574","3788","11895","6910","23034","15030","20755","17188","12000","18327","11104","23155","12841","23048","12166","21961","12440","22820","11648","27522","10872","21625","12889","27835","13454","32814","13028","23012","8566","21557","3711","25214","1769","20086","1723","5283","1015","161","595","0","7","0","0","0","0","20220903"
"202207","5호선","김포공항","3","0","450","2229","1764","8975","4515","15761","7212","19837","8380","13277","9129","15334","12159","18840","13157","18880","14380","18948","16467","18812","19634","18796","20409","19274","25782","18040","29337","17653","19373","10495","17555","5189","16926","2618","12718","1712","2802","1159","264","463","0","0","0","0","0","0","20220803"
"202207","9호선","김포공항","1","2","1251","1592","3010","13087","7334","22472","9779","28112","9366","20731","9847","22311","13019","27164","14309","26195","14488","26421","16462","25576","19514","25919","19139","30925","22133","30447","24939","32325","17931","19924","17862","8603","17903","4270","12719","3380","2095","2305","134","1155","0","22","0","0","0","0","20220803"
"202207","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20220803"
"202207","공항철도 1호선","김포공항","10","0","2387","1714","3923","11483","6839","23781","14272","21738","16809","12091","19057","10946","23317","13141","24321","13393","21959","12664","23204","11790","26576","12021","24380","14038","30157","14012","34215","13312","23862","8327","25320","4122","27400","1826","21509","1846","3844","1142","177","671","0","12","0","0","0","0","20220803"
"202206","5호선","김포공항","1","1","349","2110","1565","9421","4383","15489","6936","20088","7746","13123","8341","14744","11046","17281","13580","17233","13956","17601","15094","17382","18085","16544","18150","17624","22697","16984","26895","15408","18261","9623","16155","4873","14967","2492","12558","1600","2918","1214","209","471","1","0","0","0","0","0","20220703"
"202206","9호선","김포공항","5","0","1214","1539","2932","13586","7226","22323","9799","28164","9202","20420","9697","21541","12267","25818","14664","25908","14662","26012","15481","25219","18099","24473","17640","29847","19939","29921","23362","30454","17344","18477","16394","8688","16539","4195","12587","3156","2182","2179","85","1227","0","21","0","0","0","0","20220703"
"202206","공항철도 1호선","김포공항","22","1","2318","1722","3663","11781","6946","23868","14721","22512","16491","12427","18445","11305","22687","13346","26653","13183","23982","12899","23053","11745","26571","11298","24427","13374","28145","13650","34071","13027","24918","8047","25222","4222","25866","1821","22073","1753","4562","1205","153","693","1","14","0","0","0","0","20220703"
"202205","5호선","김포공항","3","0","405","2046","1567","9732","4588","15352","7455","20931","7771","13502","9176","14528","11753","17182","14532","17635","14460","19095","15158","18121","17651","17541","18506","18167","23031","18334","28571","17412","18947","10467","16262","5085","16061","2605","13373","1805","2313","1300","26","192","0","0","0","0","0","0","20220926"
"202205","9호선","김포공항","17","2","1371","1426","2962","13169","7910","22372","10471","29689","8983","21476","10493","20805","12748","26152","15842","24930","14630","27703","15004","26899","17688","24839","17748","29017","19805","32034","24750","34301","17985","19127","16740","8687","17071","4369","11474","3456","1433","2309","53","1034","0","1","0","0","0","0","20220926"
"202205","공항철도 1호선","김포공항","14","1","2255","1784","3629","11947","7305","23180","15430","23515","17043","13007","20324","10889","24494","13274","28260","13161","23952","13934","22426","13102","26309","11651","24408","13159","28819","14100","37560","14916","25415","8043","24956","4268","28394","2053","22235","1744","3065","1078","131","757","0","1","0","0","0","0","20220926"
"202204","5호선","김포공항","3","0","395","1793","1408","8586","4221","14420","6534","19166","7243","11583","8174","12693","10429","15662","12654","14633","12476","16159","13574","15557","16396","15442","16145","15336","20059","15938","25938","15431","16667","9054","15029","3961","14556","2081","8792","1361","1846","1152","14","187","0","0","0","0","0","0","20220503"
"202204","9호선","김포공항","22","1","1212","1287","2680","11715","7054","20781","9434","27353","8706","19306","9238","17892","11510","24554","14227","22110","13168","24510","13658","24551","16203","23473","15074","25398","17881","27644","22964","32062","15703","17783","15886","7242","15565","3488","7651","2829","1159","1975","44","830","0","0","0","0","0","0","20220503"
"202204","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20220503"
"202204","공항철도 1호선","김포공항","13","0","1929","1725","3098","10549","6717","21776","13402","22607","15369","11766","18277","10014","21795","12781","26206","12495","21884","12822","21594","11938","26133","11028","21993","11812","26615","12752","35537","13565","24072","7997","23431","3624","26064","1768","19531","1432","3038","1007","76","739","0","1","0","0","0","0","20220503"
"202203","5호선","김포공항","1","0","319","1796","1537","7794","4478","13230","6359","16247","6348","10511","6251","10641","9296","12813","9807","13114","11253","14260","13090","13108","13789","12967","14391","13679","18295","13458","22414","13201","14597","8799","13129","3501","13232","1762","8270","1205","1338","1026","25","127","0","0","0","0","0","0","20220403"
"202203","9호선","김포공항","6","0","1178","1127","2674","10549","7259","18154","8911","22491","7184","17804","6736","14503","9993","20136","10228","19847","11312","20887","12796","19694","13301","18957","13036","21508","15794","22557","18271","25296","13393","17260","13580","7032","13273","3178","6469","2352","795","1686","28","578","0","0","0","0","0","0","20220403"
"202203","공항철도 1호선","김포공항","9","1","1789","1618","2896","9796","6311","19103","11685","18660","13616","10562","14050","8543","19840","10527","18448","11374","20436","11587","22091","9869","21013","9084","18914","10631","24846","10882","28934","11329","20507","7725","19440","3626","23728","1480","18674","1393","2106","878","67","438","0","0","0","0","0","0","20220403"
"202202","5호선","김포공항","2","0","275","1826","1334","6860","3678","12111","6621","14863","6674","9792","6456","9714","9044","13018","10986","13919","11506","14522","13605","13989","14796","13856","14768","13423","17769","14310","21501","13064","14429","8456","13244","3469","14186","1996","8882","1073","1692","388","1","55","0","0","0","0","0","0","20220303"
"202202","9호선","김포공항","0","2","919","1272","2402","9416","5975","17703","9221","22107","7880","17692","7410","15459","9948","21485","11564","21281","11450","22732","13856","20919","14149","20278","13045","23462","15753","25081","17799","26366","13698","17691","14368","6738","14726","3500","7156","2286","1053","893","14","205","0","0","0","0","0","0","20220303"
"202202","공항철도 1호선","김포공항","9","0","1389","1526","2380","8792","5185","16818","13915","17185","15113","10191","15007","8133","20519","10032","22547","10858","20278","11106","23374","9548","22473","9216","18490","10832","23991","12141","28850","11763","21249","8008","21165","3451","25352","1681","18470","1162","3441","484","33","221","0","0","0","0","0","0","20220303"
"202201","5호선","김포공항","0","0","316","2035","1571","8262","4241","14288","7294","17194","7690","11619","6823","11619","10111","15487","11590","16292","12779","16950","15318","15862","16859","15643","16540","16140","21361","16990","24994","15185","15386","9500","15766","4039","15255","2639","9685","1117","1860","441","3","55","0","0","0","0","0","0","20220203"
"202201","9호선","김포공항","3","0","1087","1381","2751","10999","6944","20598","10622","24448","9347","20708","7568","17515","11010","24204","12444","25138","12998","26716","15101","24040","16636","23462","15054","27597","18581","29185","20486","30577","14731","20523","16755","8245","16543","4647","8097","2457","1143","884","16","220","0","0","0","0","0","0","20220203"
"202201","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20220203"
"202201","공항철도 1호선","김포공항","11","1","1525","1828","2913","10387","5724","20871","14893","20629","17260","12146","15218","9659","22170","11862","22957","13416","21743","13251","24988","11054","24663","10947","20543","12789","27336","13836","31420","13178","21522","9226","23372","4191","27687","2318","20553","1376","3647","528","53","232","0","0","0","0","0","0","20220203"
"202112","5호선","김포공항","2","0","368","2071","1763","7857","4919","14383","7340","17735","7601","12164","6847","11082","10332","13392","10801","15720","13358","16115","14961","15172","16285","15455","17236","16033","22613","16782","25719","15995","16589","9686","15390","4495","15056","2279","11158","1191","1858","557","19","87","0","0","0","0","0","0","20220103"
"202112","9호선","김포공항","5","0","1246","1378","3059","11499","7693","20849","11059","25160","8781","21543","7618","17614","11281","22575","11704","24933","13791","26468","15289","23174","15913","23921","15573","28509","19592","30372","21169","32479","15235","22120","15928","9692","15908","4590","10056","2765","1280","1405","18","465","0","0","1","1","0","0","20220103"
"202112","공항철도 1호선","김포공항","12","0","1742","1784","3152","10836","6053","21782","15467","21594","16274","12702","15284","9458","22197","10992","20152","13460","22831","13018","24362","10772","23849","10503","21254","13199","28978","14224","32358","13646","22511","9508","22855","4787","27738","2076","20434","1489","3277","710","72","451","0","0","0","0","0","0","20220103"
"202111","5호선","김포공항","1","0","415","2156","1806","8943","4923","14966","7998","17812","8247","12312","8207","10697","9971","13875","10800","15621","13105","15593","14825","14046","16204","14477","15682","15143","22145","16279","25830","15237","16760","9794","14529","3982","14632","2108","11792","1291","2457","935","27","146","0","0","0","0","0","0","20211203"
"202111","9호선","김포공항","17","0","1402","1582","3450","12890","7624","22040","11876","25194","9873","22041","9709","17483","11143","23325","11549","24546","13834","26573","15629","23515","16080","23662","14381","28468","19258","31470","21526","32560","16009","23179","15608","8911","15714","3906","11077","2754","1752","1878","51","726","0","0","0","0","0","1","20211203"
"202111","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20211203"
"202111","공항철도 1호선","김포공항","11","0","1808","1608","3210","11742","6344","22462","17872","21315","18147","13300","19089","9384","21988","11764","20114","13498","23824","13740","25088","11297","24888","11129","19808","13647","29571","14486","34833","13738","24332","9818","23849","4312","28265","1916","21126","1646","4353","955","94","661","0","0","0","0","0","0","20211203"
"202110","5호선","김포공항","2","0","399","2000","1593","8407","4533","13233","6825","16532","8378","12295","8048","11743","10706","13453","11056","14654","12557","17075","14403","17080","17162","15205","16022","14575","19400","16467","25091","14744","16859","8556","15361","4037","15637","1937","9227","1489","2419","646","7","95","0","6","0","0","0","0","20211103"
"202110","9호선","김포공항","20","0","1333","1619","3046","12107","7112","21047","10237","24569","10072","20809","9455","19322","12274","22064","12092","22061","13160","28952","14890","30823","17742","25613","14742","27036","17008","32090","22564","31889","16580","18923","16546","8662","16860","3567","7912","3007","1621","1446","26","369","0","0","0","0","0","0","20211103"
"202110","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20211103"
"202110","공항철도 1호선","김포공항","14","0","1894","2030","2913","11197","6317","20776","14542","20649","19267","12582","18676","10274","23517","11074","20421","11990","21282","15106","24508","15070","26510","12574","20683","13042","24919","15820","35596","14034","25075","8956","25392","4487","28850","1818","20199","1787","5331","851","67","314","1","1","0","0","0","0","20211103"
"202109","5호선","김포공항","6","2","335","1765","1502","7680","4357","11941","6092","15408","6632","10777","6393","10163","9069","11540","9755","12248","11256","14206","12316","14027","14790","13204","13939","12073","17654","13803","22500","12453","14584","7392","13574","3402","13166","1651","8014","1096","1809","489","7","54","0","0","0","0","0","0","20211003"
"202109","9호선","김포공항","10","0","1298","1439","3047","10881","6439","19016","8962","22751","7864","19022","7656","17013","10236","18884","10629","19059","11388","23838","12364","24657","14745","21344","12586","21792","15199","26054","19994","26980","14015","15785","14289","7746","13879","3214","6421","2279","1179","1094","15","285","0","0","0","0","0","0","20211003"
"202109","공항철도 1호선","김포공항","11","1","1664","1620","2658","10383","5756","18492","12396","19180","15121","11347","15912","9190","19831","9621","18587","10216","20080","12704","20323","12283","23547","10350","17688","9978","22577","12452","32487","11839","21344","7443","21740","4098","24479","1740","18132","1404","4030","687","43","312","0","0","0","0","0","0","20211003"
"202108","5호선","김포공항","2","0","339","1683","1657","7914","4503","12913","6511","15564","7294","10849","6518","10484","9548","12302","10169","12922","11686","14895","12968","14834","15130","13653","14036","12382","18273","13557","23884","13246","15767","7795","14225","3719","13895","1616","8167","1027","1813","426","6","37","0","0","0","0","0","0","20210903"
"202108","9호선","김포공항","5","0","1279","1323","3311","11468","6823","19851","9231","22958","8624","18319","7906","17315","11006","18829","10901","18474","11176","24114","12304","24898","15342","21361","12647","21184","15030","25034","20551","27643","14940","17505","15034","8326","14656","3316","6755","2124","1327","994","9","237","0","0","0","0","0","0","20210903"
"202108","공항철도 1호선","김포공항","16","1","1576","1647","2770","10785","6146","19538","12469","19338","16594","11288","15193","9485","22696","9726","18984","10282","19808","12403","20036","12673","23669","10657","15863","10484","21813","12524","34027","12507","22792","7706","22754","4356","25390","1815","18321","1373","3965","691","46","247","0","0","0","0","0","0","20210903"
"202107","5호선","김포공항","6","1","392","2025","1778","8391","4761","13510","7004","16465","7896","11406","6881","11373","9882","12851","10538","13912","12181","16024","13608","16214","15264","14389","14695","13639","19227","15328","25273","14035","15803","9137","14974","4267","14462","1885","9268","1271","1725","527","18","41","0","0","0","0","0","0","20210803"
"202107","9호선","김포공항","4","0","1387","1351","3483","12186","7722","20729","10057","23073","9124","18794","7922","18114","11158","19926","11349","19312","12507","25976","13309","25613","15061","22647","13185","22750","16221","27335","22072","29829","15037","18237","15542","8555","15845","3440","8415","2476","1223","1154","20","303","0","0","0","0","0","0","20210803"
"202107","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20210803"
"202107","공항철도 1호선","김포공항","14","2","1848","1728","2912","11438","6385","20331","13166","20339","16457","11330","15174","9814","20836","10529","18906","11060","20652","13388","20371","12758","22806","10731","16933","11002","22105","13376","34841","12864","21778","7826","22611","4040","25746","1656","18795","1469","3412","699","69","304","0","0","0","0","0","0","20210803"
"202106","5호선","김포공항","2","0","441","2145","1926","9181","5637","14182","7782","17567","8246","12878","7755","11806","10264","12531","10917","14546","12530","16017","13534","15552","16002","14429","15247","14374","19122","16087","25286","15298","16176","9337","14288","4506","14735","2297","11253","1630","2101","693","18","66","0","0","0","0","0","0","20210703"
"202106","9호선","김포공항","8","0","1464","1633","3873","14206","8835","21338","11065","25517","9817","21418","8855","19546","11651","21238","12642","22415","13882","27173","14073","26056","16432","23434","14864","24398","17141","30433","22386","32003","16064","19773","16309","8771","16750","4076","10940","3407","1397","1718","44","488","0","0","0","0","0","0","20210703"
"202106","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20210703"
"202106","공항철도 1호선","김포공항","15","3","1778","1784","3229","11927","7152","21124","14593","22175","18105","12876","17562","10044","22117","10395","21048","11932","22407","13301","21359","12351","24320","11293","19205","11075","23947","14250","34414","13354","23143","8272","22374","4437","26465","1854","19871","1800","3720","879","90","402","0","0","0","0","0","0","20210703"
"202105","5호선","김포공항","5","5","440","2026","1790","9815","5012","13261","7394","16876","8363","12896","8460","11476","10377","12923","10513","15129","12876","16506","14696","16475","16766","15287","15990","14926","19599","16322","24531","15092","16266","9403","14936","4672","15344","2316","11744","1564","2432","781","9","60","0","0","0","0","0","0","20210603"
"202105","9호선","김포공항","3","0","1385","1571","3619","14412","7779","20213","10791","25329","9920","21626","10456","18565","12302","20086","12049","22231","13791","27074","15027","27711","17724","24406","15565","25058","18127","30113","21744","31072","15857","19743","16653","9240","17367","4065","11139","3474","1705","1676","16","471","0","0","0","0","0","0","20210603"
"202105","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20210603"
"202105","공항철도 1호선","김포공항","23","1","1756","1699","3050","12031","6997","18949","15058","20848","18792","12465","18988","9397","21812","10009","18515","11760","21667","13558","22830","12647","24539","11538","19510","11135","24588","14003","32477","12791","22410","8074","23313","4297","27352","1912","19533","1781","4039","946","84","399","0","0","0","0","0","0","20210603"
"202104","5호선","김포공항","2","0","305","2088","2045","8886","5428","13678","7854","18305","8620","12536","8299","11302","9923","12410","9883","14319","12358","15844","13780","15155","15201","14419","15326","14034","18353","16100","24234","15533","16563","9735","14077","4424","14507","2119","11270","1549","2180","696","12","62","0","0","0","0","0","0","20210503"
"202104","9호선","김포공항","10","0","1363","1726","3928","12802","8909","19492","11357","24768","10309","19770","9846","17260","11708","19527","10996","21109","12631","25687","13986","24869","15781","23329","14814","24252","17173","30214","21373","31349","15555","20076","15403","8693","16542","3883","10637","3315","1556","1463","21","408","0","0","0","0","0","0","20210503"
"202104","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20210503"
"202104","공항철도 1호선","김포공항","8","0","1829","1819","3353","11580","7296","20595","14905","22437","19360","12371","18312","9675","20969","10210","17729","12025","19867","13373","21556","12150","22139","11438","19657","11362","24341","14087","31920","13342","22904","8547","21718","4330","26705","1932","18981","1748","3918","866","96","378","0","0","0","0","0","0","20210503"
"202103","5호선","김포공항","3","0","304","1950","1665","8579","4815","13589","7007","17730","6863","12676","8031","11429","9470","12516","9200","14692","11685","15670","15081","14518","15238","14758","15981","15170","19048","14828","24029","14270","16345","9415","14288","4370","14271","2151","12047","1491","1421","601","11","64","0","0","0","0","0","0","20210403"
"202103","9호선","김포공항","4","0","1346","1355","3620","12394","8137","19028","10326","24253","8045","19526","9515","18896","10882","19645","9812","20325","12177","24402","14868","22202","14569","22423","15450","26057","17159","26891","20652","28313","14863","19752","14835","8733","15702","3788","10425","3256","920","1576","22","334","0","0","0","0","0","0","20210403"
"202103","공항철도 1호선","김포공항","9","0","1903","1496","3060","10844","6723","18852","13386","20654","14229","12193","18713","10090","20262","10031","15444","11819","19772","12550","25631","10774","21444","10347","21111","12095","25265","12384","32820","12321","23156","8200","22630","4372","25644","1881","20506","1631","1773","781","98","384","0","0","0","0","0","0","20210403"
"202102","5호선","김포공항","0","0","267","1524","1269","7051","3605","11575","5260","14573","5462","10907","6616","10456","8019","11288","7863","13003","10150","14293","13024","13369","14008","13612","14624","14110","17058","13359","21631","12426","14531","8036","13498","3607","13267","1912","8835","1129","1303","517","9","36","0","0","0","0","0","0","20210303"
"202102","9호선","김포공항","16","1","1128","1125","2642","9528","6138","16240","8044","19421","6729","17211","8233","16706","9271","17252","8452","18426","10256","22933","13349","19993","13940","20402","13932","24068","15193","23749","17894","24012","13410","16409","14700","7262","14431","3660","7941","2309","974","1010","9","223","0","0","0","0","0","0","20210303"
"202102","경의선","김포공항","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20210303"
"202102","공항철도 1호선","김포공항","12","2","1493","1198","2444","8599","4931","16871","9940","17167","11036","10120","15491","9022","17521","8470","12744","9599","15971","10864","21264","8757","19388","8720","18291","10549","20187","10944","25687","10570","18440","7099","19451","3593","22406","1798","16641","1210","2261","534","81","265","1","0","0","0","0","0","20210303"
